H, ύ	X, μμ	Y, μμ
-425.05	0	0
-447.15	1	0
-473.26	2	0
-497.41	3	0
-527.10	4	0
-554.51	5	0
-588.11	6	0
-619.43	7	0
-657.34	8	0
-692.18	9	0
-735.31	10	0
-775.89	11	0
-824.99	12	0
-870.57	13	0
-925.96	14	0
-994.43	15	0
-1050.50	16	0
-1120.61	17	0
-1185.96	18	0
-1267.45	19	0
-1338.09	20	0
-1428.69	21	0
-1512.26	22	0
-1615.78	23	0
-1707.25	24	0
-1821.89	25	0
-1922.92	26	0
-2046.73	27	0
-2155.73	28	0
-2289.30	29	0
-2270.01	30	0
-420.87	0	1
-442.03	1	1
-467.36	2	1
-490.70	3	1
-519.44	4	1
-545.97	5	1
-579.24	6	1
-608.89	7	1
-645.88	8	1
-680.21	9	1
-723.11	10	1
-762.94	11	1
-811.91	12	1
-856.88	13	1
-912.39	14	1
-981.14	15	1
-1035.40	16	1
-1105.24	17	1
-1170.27	18	1
-1251.46	19	1
-1322.51	20	1
-1412.19	21	1
-1495.24	22	1
-1597.60	23	1
-1689.21	24	1
-1803.83	25	1
-1906.25	26	1
-2032.13	27	1
-2142.71	28	1
-2277.25	29	1
-2396.41	30	1
-425.25	0	2
-446.70	1	2
-472.74	2	2
-496.63	3	2
-526.10	4	2
-553.05	5	2
-586.89	6	2
-617.57	7	2
-655.40	8	2
-690.02	9	2
-733.64	10	2
-774.22	11	2
-823.82	12	2
-869.85	13	2
-925.94	14	2
-995.77	15	2
-1052.00	16	2
-1121.92	17	2
-1190.06	18	2
-1271.42	19	2
-1345.48	20	2
-1436.49	21	2
-1523.32	22	2
-1628.07	23	2
-1723.67	24	2
-1838.89	25	2
-1947.12	26	2
-2076.73	27	2
-2193.78	28	2
-2334.38	29	2
-2462.17	30	2
-431.65	0	3
-453.03	1	3
-480.07	2	3
-504.20	3	3
-534.46	4	3
-562.16	5	3
-597.35	6	3
-629.03	7	3
-667.95	8	3
-704.19	9	3
-736.12	10	3
-784.02	11	3
-829.77	12	3
-883.50	13	3
-933.96	14	3
-1001.44	15	3
-1070.08	16	3
-1134.62	17	3
-1209.39	18	3
-1286.30	19	3
-1374.12	20	3
-1456.92	21	3
-1553.08	22	3
-1649.68	23	3
-1762.92	24	3
-1868.52	25	3
-1993.57	26	3
-2113.34	27	3
-2249.72	28	3
-2375.44	29	3
-2521.89	30	3
-429.36	0	4
-455.19	1	4
-478.01	2	4
-506.71	3	4
-533.14	4	4
-565.64	5	4
-596.11	6	4
-633.05	7	4
-668.68	8	4
-710.42	9	4
-750.29	10	4
-798.29	11	4
-846.20	12	4
-900.52	13	4
-953.20	14	4
-1022.30	15	4
-1094.59	16	4
-1160.54	17	4
-1238.27	18	4
-1316.75	19	4
-1405.92	20	4
-1491.88	21	4
