H, ύ	X, μμ	Y, μμ
-1.07	7	4
7.41	8	4
19.40	9	4
30.74	10	4
46.75	11	4
62.39	12	4
82.14	13	4
100.66	14	4
128.76	15	4
158.28	16	4
186.88	17	4
224.85	18	4
263.13	19	4
312.24	20	4
359.71	21	4
423.63	22	4
486.88	23	4
570.83	24	4
653.56	25	4
760.82	26	4
870.45	27	4
1011.55	28	4
1154.42	29	4
1338.18	30	4
-47.35	0	5
-43.50	1	5
-39.66	2	5
-34.30	3	5
-28.93	4	5
-22.14	5	5
-15.25	6	5
-5.72	7	5
3.42	8	5
15.18	9	5
26.93	10	5
42.67	11	5
59.28	12	5
79.90	13	5
100.07	14	5
128.81	15	5
159.65	16	5
189.95	17	5
230.96	18	5
271.44	19	5
324.50	20	5
374.79	21	5
441.99	22	5
510.10	23	5
598.45	24	5
682.71	25	5
797.82	26	5
916.77	27	5
1066.85	28	5
1220.04	29	5
1420.09	30	5
-49.72	0	6
-45.70	1	6
-41.51	2	6
-35.48	3	6
-29.72	4	6
-22.32	5	6
-14.94	6	6
-4.78	7	6
5.36	8	6
18.74	9	6
32.14	10	6
49.33	11	6
67.72	12	6
90.04	13	6
111.75	14	6
141.04	15	6
173.69	16	6
206.65	17	6
247.99	18	6
290.14	19	6
344.94	20	6
397.72	21	6
465.40	22	6
534.94	23	6
626.65	24	6
718.15	25	6
834.66	26	6
952.97	27	6
1107.39	28	6
1257.69	29	6
1459.07	30	6
-48.80	0	7
-44.06	1	7
-39.32	2	7
-32.88	3	7
-26.30	4	7
-17.95	5	7
-9.55	6	7
1.33	7	7
11.40	8	7
24.86	9	7
38.67	10	7
55.61	11	7
74.08	12	7
97.47	13	7
119.31	14	7
150.51	15	7
184.07	16	7
217.17	17	7
259.70	18	7
301.84	19	7
356.49	20	7
410.74	21	7
479.36	22	7
550.09	23	7
641.77	24	7
732.59	25	7
849.48	26	7
966.21	27	7
1070.05	28	7
1243.88	29	7
1409.72	30	7
-45.99	0	8
-42.15	1	8
-36.95	2	8
-31.11	3	8
-23.73	4	8
-16.60	5	8
-7.30	6	8
1.84	7	8
13.76	8	8
25.62	9	8
40.85	10	8
55.98	11	8
75.64	12	8
95.77	13	8
121.61	14	8
152.44	15	8
181.40	16	8
217.98	17	8
253.73	18	8
299.81	19	8
345.47	20	8
404.95	21	8
463.14	22	8
539.64	23	8
618.79	24	8
715.55	25	8
812.51	26	8
942.76	27	8
1071.66	28	8
1236.46	29	8
1405.95	30	8
-44.21	0	9
-39.98	1	9
-34.66	2	9
-29.37	3	9
-22.11	4	9
-15.15	5	9
-6.28	6	9
2.67	7	9
14.77	8	9
26.49	9	9
41.13	10	9
55.47	11	9
74.41	12	9
93.75	13	9
118.91	14	9
150.55	15	9
177.09	16	9
211.97	17	9
246.70	18	9
291.26	19	9
336.29	20	9
395.99	21	9
453.17	22	9
527.49	23	9
604.29	24	9
703.25	25	9
800.46	26	9
928.81	27	9
1057.77	28	9
1224.33	29	9
1388.91	30	9
-44.95	0	10
-41.41	1	10
-37.31	2	10
-31.66	3	10
-25.02	4	10
-19.34	5	10
-11.02	6	10
-2.80	7	10
8.00	8	10
18.78	9	10
32.80	10	10
46.30	11	10
64.64	12	10
83.77	13	10
108.07	14	10
138.95	15	10
165.99	16	10
200.75	17	10
234.97	18	10
279.78	19	10
325.45	20	10
386.15	21	10
444.94	22	10
521.49	23	10
599.30	24	10
698.30	25	10
798.07	26	10
928.56	27	10
1061.62	28	10
1232.21	29	10
1405.21	30	10
-49.55	0	11
-46.22	1	11
-41.68	2	11
-37.26	3	11
-30.93	4	11
-24.77	5	11
-16.64	6	11
-8.67	7	11
2.32	8	11
13.30	9	11
27.46	10	11
42.16	11	11
60.93	12	11
80.68	13	11
106.28	14	11
139.08	15	11
168.22	16	11
206.13	17	11
242.31	18	11
290.27	19	11
338.03	20	11
400.81	21	11
460.65	22	11
538.45	23	11
622.08	24	11
726.62	25	11
830.78	26	11
968.68	27	11
1104.43	28	11
1280.19	29	11
1455.04	30	11
-51.37	0	12
-47.62	1	12
-42.82	2	12
-38.11	3	12
-31.39	4	12
-24.84	5	12
-15.63	6	12
-6.55	7	12
5.84	8	12
17.76	9	12
33.46	10	12
49.01	11	12
69.55	12	12
89.09	13	12
115.37	14	12
148.76	15	12
179.52	16	12
217.70	17	12
254.27	18	12
302.46	19	12
350.61	20	12
411.73	21	12
475.76	22	12
556.02	23	12
638.26	24	12
742.05	25	12
847.63	26	12
983.33	27	12
1119.85	28	12
1295.26	29	12
1472.06	30	12
-50.02	0	13
-45.87	1	13
-40.30	2	13
-34.89	3	13
-27.66	4	13
-20.41	5	13
-11.10	6	13
-2.32	7	13
10.42	8	13
22.62	9	13
38.05	10	13
53.40	11	13
73.71	12	13
93.52	13	13
119.87	14	13
152.66	15	13
184.01	16	13
221.58	17	13
257.59	18	13
306.03	19	13
354.12	20	13
416.15	21	13
477.41	22	13
557.81	23	13
637.94	24	13
739.67	25	13
840.66	26	13
974.70	27	13
1102.81	28	13
1280.00	29	13
1450.10	30	13
-47.46	0	14
-42.81	1	14
-37.24	2	14
-31.87	3	14
-24.70	4	14
-17.74	5	14
-8.43	6	14
0.55	7	14
13.28	8	14
25.29	9	14
40.68	10	14
55.66	11	14
75.75	12	14
95.25	13	14
121.91	14	14
153.82	15	14
184.33	16	14
221.18	17	14
255.86	18	14
302.17	19	14
348.43	20	14
409.02	21	14
470.10	22	14
547.71	23	14
624.83	24	14
725.22	25	14
823.94	26	14
954.81	27	14
1086.19	28	14
1255.04	29	14
1421.62	30	14
-45.08	0	15
-40.99	1	15
-35.85	2	15
-30.79	3	15
-24.02	4	15
-17.24	5	15
-8.17	6	15
0.53	7	15
12.00	8	15
23.02	9	15
37.39	10	15
51.14	11	15
71.14	12	15
89.94	13	15
114.67	14	15
146.06	15	15
173.48	16	15
209.36	17	15
242.32	18	15
288.11	19	15
328.17	20	15
375.53	21	15
442.03	22	15
507.10	23	15
590.99	24	15
675.98	25	15
785.02	26	15
894.16	27	15
1034.64	28	15
1180.46	29	15
1363.65	30	15
-48.99	0	16
-44.58	1	16
-40.67	2	16
-35.79	3	16
-30.72	4	16
-23.91	5	16
-17.08	6	16
-7.96	7	16
1.18	8	16
12.88	9	16
24.84	10	16
40.68	11	16
55.97	12	16
76.53	13	16
97.08	14	16
127.09	15	16
157.53	16	16
188.78	17	16
227.49	18	16
266.25	19	16
317.55	20	16
369.67	21	16
435.71	22	16
502.00	23	16
587.20	24	16
675.37	25	16
787.99	26	16
901.08	27	16
1046.84	28	16
1197.85	29	16
1388.94	30	16
-54.02	0	17
-50.57	1	17
-46.85	2	17
-41.92	3	17
-36.99	4	17
-30.44	5	17
-23.67	6	17
-14.57	7	17
-5.44	8	17
7.09	9	17
19.28	10	17
34.86	11	17
50.84	12	17
71.63	13	17
93.56	14	17
125.62	15	17
158.89	16	17
191.59	17	17
232.28	18	17
271.40	19	17
322.98	20	17
373.47	21	17
443.45	22	17
511.79	23	17
600.03	24	17
691.87	25	17
806.45	26	17
918.98	27	17
1068.85	28	17
1222.66	29	17
1421.40	30	17
-55.25	0	18
-51.54	1	18
-47.64	2	18
-42.26	3	18
-37.01	4	18
-29.40	5	18
-21.80	6	18
-11.70	7	18
-1.63	8	18
11.65	9	18
24.91	10	18
41.72	11	18
56.93	12	18
78.97	13	18
101.19	14	18
132.18	15	18
165.78	16	18
198.44	17	18
238.48	18	18
277.38	19	18
328.56	20	18
382.18	21	18
449.71	22	18
517.81	23	18
605.92	24	18
694.56	25	18
808.22	26	18
922.42	27	18
1073.08	28	18
1223.25	29	18
1413.78	30	18
-53.02	0	19
-48.64	1	19
-44.34	2	19
-38.41	3	19
-32.89	4	19
-25.99	5	19
-18.15	6	19
-7.82	7	19
1.82	8	19
15.33	9	19
27.73	10	19
43.93	11	19
59.65	12	19
80.99	13	19
102.67	14	19
132.90	15	19
165.22	16	19
197.48	17	19
237.82	18	19
275.68	19	19
326.32	20	19
377.72	21	19
443.82	22	19
507.87	23	19
593.78	24	19
678.65	25	19
786.61	26	19
898.06	27	19
1046.75	28	19
1188.91	29	19
1376.89	30	19
-50.22	0	20
-45.88	1	20
-41.59	2	20
-36.13	3	20
-30.78	4	20
-23.49	5	20
-15.98	6	20
-6.00	7	20
3.31	8	20
15.98	9	20
28.01	10	20
43.96	11	20
59.46	12	20
80.22	13	20
100.30	14	20
129.10	15	20
160.17	16	20
190.35	17	20
228.07	18	20
265.53	19	20
314.02	20	20
362.08	21	20
426.46	22	20
488.03	23	20
570.70	24	20
652.56	25	20
759.97	26	20
864.78	27	20
1005.24	28	20
1147.52	29	20
1330.71	30	20
-49.38	0	21
-45.53	1	21
-41.59	2	21
-36.36	3	21
-31.65	4	21
-25.22	5	21
-19.23	6	21
-10.53	7	21
-1.11	8	21
10.34	9	21
20.93	10	21
35.53	11	21
49.03	12	21
67.88	13	21
86.60	14	21
114.06	15	21
142.90	16	21
172.44	17	21
209.19	18	21
242.97	19	21
290.95	20	21
338.39	21	21
400.02	22	21
459.26	23	21
539.97	24	21
620.02	25	21
723.68	26	21
829.70	27	21
969.57	28	21
1112.02	29	21
1290.53	30	21
-52.74	0	22
-49.65	1	22
-46.40	2	22
-41.80	3	22
-37.21	4	22
-31.41	5	22
-25.36	6	22
-16.79	7	22
-9.06	8	22
2.14	9	22
12.82	10	22
27.15	11	22
40.69	12	22
59.14	13	22
77.66	14	22
105.01	15	22
134.46	16	22
163.79	17	22
200.61	18	22
236.01	19	22
282.39	20	22
332.17	21	22
395.38	22	22
457.51	23	22
539.84	24	22
621.59	25	22
728.98	26	22
838.09	27	22
980.91	28	22
1122.16	29	22
1313.57	30	22
-56.57	0	23
-53.47	1	23
-50.33	2	23
-45.74	3	23
-41.13	4	23
-34.71	5	23
-28.39	6	23
-19.87	7	23
-11.34	8	23
-0.21	9	23
10.91	10	23
25.79	11	23
41.25	12	23
60.43	13	23
80.31	14	23
108.00	15	23
137.07	16	23
167.45	17	23
204.20	18	23
240.23	19	23
287.51	20	23
336.06	21	23
399.39	22	23
462.02	23	23
543.45	24	23
625.29	25	23
730.73	26	23
839.91	27	23
982.66	28	23
1128.37	29	23
1318.99	30	23
-57.67	0	24
-54.51	1	24
-50.94	2	24
-45.83	3	24
-40.49	4	24
-33.62	5	24
-26.97	6	24
-18.05	7	24
-8.83	8	24
3.08	9	24
14.20	10	24
28.05	11	24
43.36	12	24
62.05	13	24
81.58	14	24
108.45	15	24
137.43	16	24
166.52	17	24
203.49	18	24
240.21	19	24
286.43	20	24
332.90	21	24
394.91	22	24
455.22	23	24
534.60	24	24
616.25	25	24
720.85	26	24
824.48	27	24
962.31	28	24
1100.11	29	24
1282.83	30	24
-56.08	0	25
-52.42	1	25
-48.81	2	25
-44.25	3	25
-39.17	4	25
-31.77	5	25
-25.52	6	25
-16.72	7	25
-8.03	8	25
3.10	9	25
13.56	10	25
27.86	11	25
42.24	12	25
60.76	13	25
79.07	14	25
105.01	15	25
132.69	16	25
161.35	17	25
197.40	18	25
232.29	19	25
275.40	20	25
319.03	21	25
376.89	22	25
432.60	23	25
507.38	24	25
584.79	25	25
684.76	26	25
781.85	27	25
913.98	28	25
1047.87	29	25
1222.03	30	25
-53.53	0	26
-50.41	1	26
-47.14	2	26
-42.25	3	26
-37.29	4	26
-31.13	5	26
-25.28	6	26
-17.35	7	26
-9.47	8	26
1.36	9	26
11.58	10	26
24.91	11	26
37.36	12	26
54.46	13	26
70.98	14	26
94.63	15	26
120.46	16	26
147.63	17	26
180.52	18	26
211.79	19	26
252.44	20	26
293.05	21	26
347.12	22	26
399.59	23	26
471.15	24	26
542.00	25	26
633.61	26	26
726.80	27	26
851.06	28	26
976.65	29	26
1141.98	30	26
-53.81	0	27
-51.07	1	27
-48.50	2	27
-44.90	3	27
-40.91	4	27
-34.87	5	27
-30.00	6	27
-23.26	7	27
-16.38	8	27
-7.02	9	27
1.30	10	27
13.17	11	27
24.89	12	27
40.37	13	27
56.19	14	27
78.88	15	27
102.80	16	27
128.10	17	27
160.07	18	27
189.90	19	27
228.84	20	27
267.90	21	27
320.41	22	27
371.64	23	27
441.21	24	27
511.64	25	27
601.40	26	27
691.89	27	27
812.25	28	27
937.09	29	27
1122.29	30	27
-56.47	0	28
-53.97	1	28
-51.63	2	28
-47.94	3	28
-44.14	4	28
-39.12	5	28
-34.44	6	28
-27.66	7	28
-20.90	8	28
-11.77	9	28
-3.17	10	28
8.35	11	28
20.31	12	28
36.31	13	28
52.23	14	28
74.89	15	28
98.57	16	28
123.91	17	28
157.23	18	28
189.31	19	28
229.14	20	28
268.75	21	28
321.28	22	28
373.30	23	28
442.60	24	28
510.30	25	28
601.65	26	28
694.66	27	28
814.41	28	28
949.23	29	28
1099.62	30	28
