H, ύ	X, μμ	Y, μμ
-216.72	0	0
-231.54	2	0
-248.16	4	0
-265.08	6	0
-283.22	8	0
-303.52	10	0
-324.06	12	0
-346.59	14	0
-373.66	16	0
-400.83	18	0
-429.20	20	0
-460.60	22	0
-496.05	24	0
-538.56	26	0
-579.50	28	0
-618.25	30	0
-215.83	0	2
-231.33	2	2
-248.32	4	2
-266.36	6	2
-286.43	8	2
-308.26	10	2
-332.14	12	2
-359.72	14	2
-391.62	16	2
-423.75	18	2
-456.82	20	2
-496.46	22	2
-539.71	24	2
-585.82	26	2
-636.60	28	2
-680.82	30	2
-217.52	0	4
-234.23	2	4
-253.50	4	4
-274.78	6	4
-297.07	8	4
-320.90	10	4
-344.94	12	4
-374.85	14	4
-410.03	16	4
-441.92	18	4
-478.66	20	4
-517.56	22	4
-557.98	24	4
-606.16	26	4
-650.29	28	4
-685.84	30	4
-222.73	0	6
-241.52	2	6
-261.45	4	6
-281.95	6	6
-304.74	8	6
-330.39	10	6
-355.48	12	6
-386.08	14	6
-420.36	16	6
-454.16	18	6
-489.29	20	6
-528.24	22	6
-563.77	24	6
-603.68	26	6
-648.14	28	6
-685.63	30	6
-227.54	0	8
-246.45	2	8
-267.04	4	8
-288.23	6	8
-311.14	8	8
-336.40	10	8
-362.51	12	8
-392.27	14	8
-426.61	16	8
-458.16	18	8
-488.87	20	8
-524.89	22	8
-561.70	24	8
-602.85	26	8
-633.81	28	8
-656.23	30	8
-231.35	0	10
-249.72	2	10
-270.10	4	10
-291.62	6	10
-314.26	8	10
-339.21	10	10
-364.36	12	10
-391.95	14	10
-422.37	16	10
-454.36	18	10
-484.41	20	10
-517.27	22	10
-547.61	24	10
-582.57	26	10
-615.12	28	10
-638.79	30	10
-232.98	0	12
-251.18	2	12
-270.95	4	12
-291.42	6	12
-312.40	8	12
-335.64	10	12
-359.39	12	12
-385.50	14	12
-414.89	16	12
-441.19	18	12
-470.09	20	12
-501.35	22	12
-532.86	24	12
-568.17	26	12
-599.13	28	12
-627.01	30	12
-230.67	0	14
-247.26	2	14
-265.05	4	14
-284.01	6	14
-304.16	8	14
-326.61	10	14
-349.65	12	14
-375.23	14	14
-405.51	16	14
-436.05	18	14
-468.09	20	14
-503.90	22	14
-544.32	24	14
-593.44	26	14
-641.04	28	14
-684.95	30	14
-224.05	0	16
-240.34	2	16
-258.21	4	16
-275.67	6	16
-297.15	8	16
-320.16	10	16
-344.55	12	16
-373.69	14	16
-407.45	16	16
-441.47	18	16
-476.05	20	16
-518.36	22	16
-565.22	24	16
-613.42	26	16
-667.02	28	16
-715.25	30	16
-219.66	0	18
-235.92	2	18
-254.81	4	18
-277.17	6	18
-299.65	8	18
-324.10	10	18
-347.78	12	18
-377.41	14	18
-412.49	16	18
-445.02	18	18
-481.01	20	18
-521.33	22	18
-562.28	24	18
-606.55	26	18
-654.59	28	18
-687.70	30	18
-220.47	0	20
-238.38	2	20
-258.42	4	20
-278.32	6	20
-300.74	8	20
-325.45	10	20
-350.56	12	20
-378.61	14	20
-413.66	16	20
-445.48	18	20
-478.29	20	20
-516.49	22	20
-550.72	24	20
-587.54	26	20
-623.14	28	20
-659.06	30	20
-221.27	0	22
-237.86	2	22
-257.12	4	22
-278.08	6	22
-298.79	8	22
-322.69	10	22
-346.98	12	22
-373.97	14	22
-406.05	16	22
-435.95	18	22
-464.04	20	22
-492.79	22	22
-527.45	24	22
-561.32	26	22
-593.50	28	22
-605.19	30	22
-219.81	0	24
-236.15	2	24
-254.79	4	24
-274.77	6	24
-294.99	8	24
-316.80	10	24
-340.09	12	24
-364.11	14	24
-391.80	16	24
-417.84	18	24
-443.83	20	24
-471.70	22	24
-497.83	24	24
-522.04	26	24
-544.21	28	24
-558.05	30	24
-216.53	0	26
-232.11	2	26
-249.45	4	26
-268.25	6	26
-286.44	8	26
-305.71	10	26
-326.02	12	26
-347.94	14	26
-372.95	16	26
-394.54	18	26
-414.94	20	26
-439.34	22	26
-461.23	24	26
-484.19	26	26
-502.84	28	26
-511.93	30	26
-210.94	0	28
-225.21	2	28
-241.07	4	28
-257.30	6	28
-273.31	8	28
-290.28	10	28
-309.00	12	28
-328.29	14	28
-350.98	16	28
-370.68	18	28
-392.54	20	28
-416.72	22	28
-440.09	24	28
-467.63	26	28
-497.89	28	28
-526.97	30	28
