H, ύ	X, μμ	Y, μμ
-812.45	22	9
-867.30	23	9
-920.89	24	9
-990.43	25	9
-1058.21	26	9
-1134.86	27	9
-1213.65	28	9
-1318.25	29	9
-1417.78	30	9
-272.66	0	10
-284.03	1	10
-297.63	2	10
-310.14	3	10
-325.33	4	10
-339.33	5	10
-356.08	6	10
-371.72	7	10
-390.55	8	10
-408.18	9	10
-430.07	10	10
-449.90	11	10
-474.19	12	10
-496.91	13	10
-525.45	14	10
-559.72	15	10
-588.86	16	10
-624.63	17	10
-656.46	18	10
-697.13	19	10
-737.69	20	10
-785.28	21	10
-830.85	22	10
-888.06	23	10
-942.66	24	10
-1013.61	25	10
-1082.13	26	10
-1168.73	27	10
-1249.89	28	10
-1356.73	29	10
-1461.29	30	10
-273.21	0	11
-284.89	1	11
-299.03	2	11
-311.62	3	11
-327.58	4	11
-342.34	5	11
-361.02	6	11
-375.62	7	11
-395.13	8	11
-413.46	9	11
-436.12	10	11
-456.63	11	11
-482.82	12	11
-505.70	13	11
-534.83	14	11
-571.01	15	11
-599.46	16	11
-635.62	17	11
-668.29	18	11
-710.98	19	11
-749.71	20	11
-800.56	21	11
-846.83	22	11
-905.98	23	11
-959.98	24	11
-1033.36	25	11
-1100.97	26	11
-1188.51	27	11
-1267.28	28	11
-1373.34	29	11
-1474.88	30	11
-276.84	0	12
-288.78	1	12
-303.34	2	12
-316.29	3	12
-332.74	4	12
-347.63	5	12
-366.49	6	12
-382.57	7	12
-402.46	8	12
-420.45	9	12
-443.71	10	12
-464.78	11	12
-490.57	12	12
-513.72	13	12
-543.03	14	12
-579.31	15	12
-607.23	16	12
-643.08	17	12
-675.47	18	12
-716.91	19	12
-754.87	20	12
-803.44	21	12
-849.31	22	12
-906.67	23	12
-957.68	24	12
-1025.41	25	12
-1088.99	26	12
-1171.14	27	12
-1246.99	28	12
-1348.46	29	12
-1445.79	30	12
-280.00	0	13
-292.23	1	13
-306.86	2	13
-319.76	3	13
-336.18	4	13
-350.93	5	13
-369.56	6	13
-385.64	7	13
-405.24	8	13
-422.96	9	13
-445.57	10	13
-465.76	11	13
-491.17	12	13
-513.55	13	13
-540.72	14	13
-574.39	15	13
-600.86	16	13
-634.66	17	13
-666.85	18	13
-706.67	19	13
-744.58	20	13
-792.79	21	13
-836.55	22	13
-889.14	23	13
-940.11	24	13
-1004.88	25	13
-1070.66	26	13
-1151.94	27	13
-1229.30	28	13
-1325.48	29	13
-1421.42	30	13
-280.92	0	14
-292.65	1	14
-306.97	2	14
-319.53	3	14
-335.47	4	14
-349.53	5	14
-367.28	6	14
-382.45	7	14
-400.97	8	14
-417.88	9	14
-439.34	10	14
-459.47	11	14
-483.88	12	14
-507.31	13	14
-533.93	14	14
-566.77	15	14
-596.13	16	14
-629.55	17	14
-662.52	18	14
-702.52	19	14
-740.63	20	14
-786.22	21	14
-830.91	22	14
-886.62	23	14
-938.63	24	14
-1004.78	25	14
-1071.68	26	14
-1153.70	27	14
-1233.34	28	14
-1333.03	29	14
-1437.07	30	14
-278.42	0	15
-289.69	1	15
-303.47	2	15
-315.68	3	15
-330.76	4	15
-344.33	5	15
-362.26	6	15
-378.31	7	15
-396.80	8	15
-414.49	9	15
-435.30	10	15
-455.93	11	15
-480.45	12	15
-503.33	13	15
-530.39	14	15
-562.15	15	15
-593.27	16	15
-627.65	17	15
-661.12	18	15
-701.88	19	15
-740.36	20	15
-787.09	21	15
-833.54	22	15
-891.03	23	15
-947.20	24	15
-1016.17	25	15
-1085.34	26	15
-1174.25	27	15
-1252.24	28	15
-1356.81	29	15
-1462.42	30	15
-275.03	0	16
-286.50	1	16
-300.21	2	16
-312.81	3	16
-327.95	4	16
-341.93	5	16
-359.01	6	16
-375.21	7	16
-394.02	8	16
-411.86	9	16
-433.84	10	16
-454.84	11	16
-479.07	12	16
-501.98	13	16
-529.75	14	16
-565.49	15	16
-595.37	16	16
-631.91	17	16
-667.10	18	16
-707.35	19	16
-746.06	20	16
-796.80	21	16
-843.60	22	16
-903.78	23	16
-958.46	24	16
-1030.14	25	16
-1097.43	26	16
-1187.25	27	16
-1271.15	28	16
-1383.86	29	16
-1486.79	30	16
-273.85	0	17
-285.54	1	17
-299.38	2	17
-312.20	3	17
-328.04	4	17
-342.45	5	17
-360.70	6	17
-377.35	7	17
-397.39	8	17
-414.52	9	17
-437.16	10	17
-458.36	11	17
-484.09	12	17
-507.25	13	17
-536.82	14	17
-573.70	15	17
-602.65	16	17
-639.62	17	17
-674.75	18	17
-717.75	19	17
-756.27	20	17
-806.92	21	17
-855.52	22	17
-916.46	23	17
-972.06	24	17
-1045.65	25	17
-1112.29	26	17
-1202.78	27	17
-1287.52	28	17
-1397.09	29	17
-1498.25	30	17
-275.52	0	18
-287.35	1	18
-301.99	2	18
-315.00	3	18
-331.34	4	18
-345.89	5	18
-364.61	6	18
-381.19	7	18
-401.91	8	18
-419.68	9	18
-442.78	10	18
-463.86	11	18
-490.32	12	18
-513.17	13	18
-542.86	14	18
-579.53	15	18
-607.88	16	18
-645.00	17	18
-679.20	18	18
-721.13	19	18
-759.63	20	18
-809.15	21	18
-854.88	22	18
-915.05	23	18
-969.04	24	18
-1035.93	25	18
-1099.25	26	18
-1182.96	27	18
-1261.55	28	18
-1364.05	29	18
-1462.01	30	18
-277.17	0	19
-289.07	1	19
-303.63	2	19
-316.38	3	19
-332.51	4	19
-346.75	5	19
-365.02	6	19
-381.10	7	19
-401.30	8	19
-418.84	9	19
-441.04	10	19
-461.18	11	19
-486.24	12	19
-508.87	13	19
-536.82	14	19
-571.41	15	19
-597.97	16	19
-631.98	17	19
-664.69	18	19
-705.32	19	19
-742.41	20	19
-788.34	21	19
-833.18	22	19
-891.99	23	19
-941.97	24	19
-1007.08	25	19
-1070.84	26	19
-1148.65	27	19
-1229.26	28	19
-1331.22	29	19
-1427.84	30	19
-276.98	0	20
-288.46	1	20
-302.65	2	20
-315.13	3	20
-330.58	4	20
-344.33	5	20
-361.69	6	20
-376.41	7	20
-395.27	8	20
-412.53	9	20
-433.16	10	20
-452.69	11	20
-476.80	12	20
-498.75	13	20
-526.48	14	20
-558.86	15	20
-586.69	16	20
-619.66	17	20
-652.10	18	20
-691.15	19	20
-728.96	20	20
-774.51	21	20
-818.33	22	20
-871.77	23	20
-925.59	24	20
-990.74	25	20
-1056.85	26	20
-1137.39	27	20
-1215.71	28	20
-1317.75	29	20
-1418.01	30	20
-273.43	0	21
-284.64	1	21
-297.93	2	21
-310.13	3	21
-324.85	4	21
-338.32	5	21
-355.31	6	21
-370.42	7	21
-388.25	8	21
-406.11	9	21
-426.44	10	21
-446.18	11	21
-470.09	12	21
-492.34	13	21
-519.23	14	21
-550.11	15	21
-579.50	16	21
-612.61	17	21
-645.72	18	21
-685.72	19	21
-722.91	20	21
-768.61	21	21
-813.12	22	21
-868.93	23	21
-925.75	24	21
-995.60	25	21
-1061.95	26	21
-1147.64	27	21
-1222.24	28	21
-1328.01	29	21
-1434.73	30	21
-268.69	0	22
-279.73	1	22
-292.98	2	22
-305.36	3	22
-320.27	4	22
-334.08	5	22
-350.27	6	22
-365.33	7	22
-383.91	8	22
-401.35	9	22
-422.53	10	22
-442.36	11	22
-465.88	12	22
-487.79	13	22
-515.08	14	22
-548.76	15	22
-577.86	16	22
-613.08	17	22
-646.92	18	22
-686.93	19	22
-724.65	20	22
-773.49	21	22
-818.53	22	22
-876.07	23	22
-931.18	24	22
-1002.02	25	22
-1069.10	26	22
-1153.28	27	22
-1236.53	28	22
-1348.79	29	22
-1453.82	30	22
-265.23	0	23
-276.49	1	23
-289.83	2	23
-302.33	3	23
-317.45	4	23
-331.29	5	23
-348.45	6	23
-363.92	7	23
-382.70	8	23
-399.72	9	23
-421.47	10	23
-441.38	11	23
-465.53	12	23
-487.83	13	23
-515.77	14	23
-550.49	15	23
-577.48	16	23
-612.64	17	23
-646.01	18	23
-688.00	19	23
-724.75	20	23
-772.68	21	23
-817.62	22	23
-876.31	23	23
-929.59	24	23
-1001.10	25	23
-1067.43	26	23
-1152.69	27	23
-1231.77	28	23
-1340.62	29	23
-1442.47	30	23
-265.84	0	24
-277.67	1	24
-291.19	2	24
-303.58	3	24
-319.08	4	24
-333.05	5	24
-350.35	6	24
-365.48	7	24
-384.96	8	24
-402.73	9	24
-424.22	10	24
-443.69	11	24
-467.89	12	24
-489.93	13	24
-517.35	14	24
-551.83	15	24
-578.30	16	24
-613.03	17	24
-644.79	18	24
-686.02	19	24
-721.31	20	24
-768.11	21	24
-810.81	22	24
-866.85	23	24
-917.06	24	24
-986.26	25	24
-1047.14	26	24
-1126.43	27	24
-1198.51	28	24
-1299.36	29	24
-1392.56	30	24
-266.66	0	25
-277.84	1	25
-291.58	2	25
-304.02	3	25
-319.26	4	25
-332.98	5	25
-350.19	6	25
-365.09	7	25
-383.71	8	25
-400.91	9	25
-422.13	10	25
-441.03	11	25
-464.36	12	25
-485.14	13	25
-511.49	14	25
-544.05	15	25
-568.63	16	25
-599.91	17	25
-630.07	18	25
-667.79	19	25
-702.48	20	25
-745.90	21	25
-787.38	22	25
-840.93	23	25
-889.62	24	25
-950.48	25	25
-1010.92	26	25
-1084.28	27	25
-1155.57	28	25
-1250.52	29	25
-1343.08	30	25
-264.09	0	26
-274.65	1	26
-287.95	2	26
-299.57	3	26
-314.22	4	26
-327.15	5	26
-343.56	6	26
-357.37	7	26
-374.53	8	26
-390.06	9	26
-409.96	10	26
-427.65	11	26
-449.71	12	26
-469.95	13	26
-495.42	14	26
-525.88	15	26
-551.00	16	26
-581.09	17	26
-610.92	18	26
-646.57	19	26
-681.81	20	26
-723.74	21	26
-764.47	22	26
-812.66	23	26
-861.56	24	26
-921.46	25	26
-981.77	26	26
-1056.24	27	26
-1128.17	28	26
-1216.49	29	26
-1308.65	30	26
-260.08	0	27
-269.99	1	27
-282.46	2	27
-293.39	3	27
-307.37	4	27
-319.59	5	27
-335.37	6	27
-349.52	7	27
-366.34	8	27
-381.36	9	27
-400.52	10	27
-418.46	11	27
-439.85	12	27
-459.92	13	27
-484.01	14	27
-512.00	15	27
-538.71	16	27
-568.17	17	27
-598.11	18	27
-633.61	19	27
-667.75	20	27
-708.63	21	27
-749.28	22	27
-798.61	23	27
-847.26	24	27
-909.49	25	27
-970.98	26	27
-1049.75	27	27
-1123.34	28	27
-1211.98	29	27
-1303.15	30	27
-254.27	0	28
-264.44	1	28
-276.31	2	28
-287.59	3	28
-301.22	4	28
-313.83	5	28
-329.02	6	28
-342.67	7	28
-359.22	8	28
-374.58	9	28
-393.52	10	28
-411.67	11	28
-433.13	12	28
-452.43	13	28
-476.55	14	28
-505.96	15	28
-532.29	16	28
-562.64	17	28
-592.92	18	28
-629.62	19	28
-661.52	20	28
-703.60	21	28
-744.65	22	28
-794.56	23	28
-841.13	24	28
-903.72	25	28
-961.88	26	28
-1037.81	27	28
-1109.18	28	28
-1204.40	29	28
-1274.43	30	28
