H, ύ	X, μμ	Y, μμ
-418.27	0	0
-438.08	1	0
-463.59	2	0
-486.26	3	0
-514.16	4	0
-539.79	5	0
-571.74	6	0
-600.94	7	0
-636.01	8	0
-669.02	9	0
-709.90	10	0
-748.19	11	0
-794.64	12	0
-837.90	13	0
-890.97	14	0
-957.64	15	0
-1009.72	16	0
-1076.07	17	0
-1139.92	18	0
-1216.95	19	0
-1286.81	20	0
-1372.38	21	0
-1453.54	22	0
-1551.62	23	0
-1641.66	24	0
-1752.96	25	0
-1856.20	26	0
-1976.34	27	0
-2085.40	28	0
-2217.03	29	0
-2268.43	30	0
-423.43	0	1
-443.99	1	1
-469.54	2	1
-492.15	3	1
-520.81	4	1
-546.55	5	1
-579.07	6	1
-608.70	7	1
-644.59	8	1
-677.54	9	1
-720.36	10	1
-759.88	11	1
-808.65	12	1
-852.55	13	1
-906.98	14	1
-975.03	15	1
-1031.40	16	1
-1099.64	17	1
-1166.66	18	1
-1246.01	19	1
-1318.04	20	1
-1405.11	21	1
-1489.59	22	1
-1591.06	23	1
-1684.53	24	1
-1798.82	25	1
-1906.03	26	1
-2031.12	27	1
-2145.13	28	1
-2281.69	29	1
-2407.09	30	1
-428.89	0	2
-449.41	1	2
-475.43	2	2
-498.43	3	2
-527.28	4	2
-553.82	5	2
-587.52	6	2
-618.39	7	2
-655.82	8	2
-690.88	9	2
-735.09	10	2
-775.32	11	2
-825.67	12	2
-872.30	13	2
-928.78	14	2
-996.47	15	2
-1055.41	16	2
-1125.72	17	2
-1194.00	18	2
-1276.17	19	2
-1352.13	20	2
-1444.79	21	2
-1530.03	22	2
-1634.66	23	2
-1732.10	24	2
-1849.83	25	2
-1956.66	26	2
-2086.46	27	2
-2204.54	28	2
-2342.58	29	2
-2469.38	30	2
-433.25	0	3
-454.67	1	3
-480.90	2	3
-505.34	3	3
-534.98	4	3
-562.53	5	3
-597.69	6	3
-629.60	7	3
-668.46	8	3
-703.85	9	3
-748.89	10	3
-790.67	11	3
-842.16	12	3
-889.89	13	3
-948.69	14	3
-1019.75	15	3
-1079.71	16	3
-1152.26	17	3
-1222.51	18	3
-1307.48	19	3
-1382.66	20	3
-1478.39	21	3
-1566.26	22	3
-1672.37	23	3
-1770.36	24	3
